date,code,open,close,high,low,volume,amount,turn
2010-01-04,sh.600760,8.5100,8.5500,8.7100,8.4600,7669468,66003539.0000,3.751004
2010-01-05,sh.600760,8.5900,8.6500,8.6500,8.3900,6115188,52291313.0000,2.990832
2010-01-06,sh.600760,8.5600,8.5600,8.7000,8.5500,6092386,52556840.0000,2.979680
2010-01-07,sh.600760,8.5500,8.1700,8.5800,8.1000,6910815,57216247.0000,3.379960
2010-01-08,sh.600760,8.1100,8.2500,8.3000,8.0200,4633781,37862123.0000,2.266302
2010-01-11,sh.600760,8.2800,8.1700,8.3300,8.0700,3935893,32177356.0000,1.924977
2010-01-12,sh.600760,8.1700,8.3500,8.3500,8.1000,4108246,34053401.0000,2.009272
2010-01-13,sh.600760,8.1400,8.1800,8.2900,8.1200,4264076,34999989.0000,2.085485
2010-01-14,sh.600760,8.1400,8.3600,8.3800,8.1400,4874908,40353064.0000,2.384233
2010-01-15,sh.600760,8.3400,8.5800,8.6400,8.3400,9133396,78035415.0000,4.466985
2010-01-18,sh.600760,8.5500,8.6700,8.7500,8.4800,8297184,71663132.0000,4.058009
2010-01-19,sh.600760,8.7400,8.6400,8.7500,8.5400,7691420,66327449.0000,3.761740
2010-01-20,sh.600760,8.7400,8.6500,8.9600,8.6000,17735540,155286512.0000,8.674144
2010-01-21,sh.600760,8.6900,8.7200,8.7900,8.4800,7413878,63825076.0000,3.625999
2010-01-22,sh.600760,8.6000,8.2600,8.6500,8.1000,7966800,66626766.0000,3.896423
2010-01-25,sh.600760,8.1900,8.3100,8.4200,8.1000,3565764,29507260.0000,1.743953
2010-01-26,sh.600760,8.4000,7.8100,8.4200,7.7400,7216374,57366231.0000,3.529403
2010-01-27,sh.600760,7.8200,7.4600,7.8700,7.4000,4742254,35773845.0000,2.319354
2010-01-28,sh.600760,7.3900,7.5000,7.5700,7.3900,2629278,19687229.0000,1.285934
2010-01-29,sh.600760,7.5300,7.5500,7.6600,7.4300,3017256,22849678.0000,1.475687
2010-02-01,sh.600760,7.6000,7.4000,7.6700,7.2700,3271396,24487902.0000,1.599983
2010-02-02,sh.600760,7.4000,7.3300,7.5900,7.3200,2426810,18061275.0000,1.186911
2010-02-03,sh.600760,7.3800,7.4200,7.4600,7.0400,3820613,27756039.0000,1.868595
2010-02-04,sh.600760,7.4300,7.6600,7.8700,7.3000,5848289,44380811.0000,2.860297
2010-02-05,sh.600760,7.4500,7.4800,7.6500,7.1000,3644905,27123603.0000,1.782660
2010-02-08,sh.600760,7.4700,7.3700,7.4700,7.3100,2146395,15857869.0000,1.049764
2010-02-09,sh.600760,7.3600,7.4000,7.4700,7.3300,1474415,10915418.0000,0.721111
2010-02-10,sh.600760,7.4300,7.5000,7.5200,7.4300,1850373,13828029.0000,0.904985
2010-02-11,sh.600760,7.5200,7.4500,7.5800,7.4400,1777554,13327970.0000,0.869371
2010-02-12,sh.600760,7.4800,7.5400,7.5700,7.4400,1981919,14864312.0000,0.969322
2010-02-22,sh.600760,7.5400,7.5900,7.6600,7.4700,2875319,21826369.0000,1.406269
2010-02-23,sh.600760,7.5900,7.6700,7.7000,7.4000,3421128,25901794.0000,1.673214
2010-02-24,sh.600760,7.6600,8.2600,8.3000,7.5600,13782431,110676560.0000,6.740748
2010-02-25,sh.600760,8.1700,8.1800,8.2600,8.0700,11708943,95324021.0000,5.726641
2010-02-26,sh.600760,8.1700,8.1200,8.3000,8.1000,6745938,55329254.0000,3.299321
2010-03-01,sh.600760,8.1200,8.3500,8.3600,8.0700,9299132,76578982.0000,4.548044
2010-03-02,sh.600760,8.3500,8.2600,8.3500,8.1600,5799684,47777748.0000,2.658950
2010-03-03,sh.600760,8.2800,8.5300,8.6000,8.2800,11909001,101003004.0000,5.459855
2010-03-04,sh.600760,8.6000,8.1500,8.6500,8.0700,8238350,68712174.0000,3.776991
2010-03-05,sh.600760,8.1800,8.1900,8.3200,8.1100,4536300,37250147.0000,2.079733
2010-03-08,sh.600760,8.2100,8.3400,8.4000,8.1600,4309955,35704266.0000,1.975962
2010-03-09,sh.600760,8.3800,8.3400,8.4900,8.3100,5551332,46587906.0000,2.545089
2010-03-10,sh.600760,8.3400,8.3700,8.5500,8.2600,6574862,55245869.0000,3.014341
2010-03-11,sh.600760,8.3600,8.1800,8.4500,8.1000,4604038,37917196.0000,2.110788
2010-03-12,sh.600760,8.2000,8.0600,8.2500,8.0000,3288821,26713688.0000,1.507808
