date,code,open,close,high,low,volume,amount,turn
2010-09-28,sz.300122,42.8800,38.5500,43.6000,38.4100,18012493,720143284.9400,56.289041
2010-09-29,sz.300122,38.9900,38.7600,40.1800,38.0800,7078598,277506097.8900,22.120619
2010-09-30,sz.300122,38.8200,40.3600,40.6300,38.8200,7132088,284593184.1100,22.287775
2010-10-08,sz.300122,40.6700,40.4900,40.8800,39.4000,6039982,243142178.3300,18.874944
2010-10-11,sz.300122,40.2000,39.5600,40.3000,38.6300,5091757,200014112.5300,15.911741
2010-10-12,sz.300122,39.2000,38.6700,39.5500,38.6600,2649408,103197014.6900,8.279400
2010-10-13,sz.300122,38.5300,39.2200,39.3200,38.1000,2939525,113758081.5800,9.186016
2010-10-14,sz.300122,39.1000,38.2000,39.2900,38.1500,2229776,86222580.9700,6.968050
2010-10-15,sz.300122,38.1000,37.0800,38.6600,37.0200,3778903,142149140.3600,11.809072
2010-10-18,sz.300122,36.9900,36.6500,36.9900,35.7000,2132913,77387084.2100,6.665353
2010-10-19,sz.300122,36.9000,38.5000,39.0000,36.7900,3483392,133424171.5000,10.885600
2010-10-20,sz.300122,37.5200,38.8100,39.1600,37.5200,3224253,124911102.9600,10.075791
2010-10-21,sz.300122,38.7000,38.9000,39.2000,38.0200,2160535,83486211.6500,6.751672
2010-10-22,sz.300122,39.3000,39.0800,40.5000,38.6000,3494671,137947081.9400,10.920847
2010-10-25,sz.300122,39.1000,39.5800,39.9200,39.0600,2632778,104025120.3700,8.227431
2010-10-26,sz.300122,39.7400,39.0400,39.7500,38.6500,1884804,73591791.0300,5.890013
2010-10-27,sz.300122,39.7000,38.6300,40.4800,38.6300,2769987,109687255.1800,8.656209
2010-10-28,sz.300122,38.5000,38.9500,39.0800,38.0000,2120646,81722107.6400,6.627019
2010-10-29,sz.300122,39.3000,40.9900,41.8600,39.0500,5462033,221163972.4000,17.068853
2010-11-01,sz.300122,42.2500,41.7900,42.7700,41.3000,3855554,161824839.6000,12.048606
2010-11-02,sz.300122,42.1800,40.2000,42.1800,40.2000,3240400,132341561.1000,10.126250
2010-11-03,sz.300122,39.8500,38.7000,39.8500,38.5500,2230504,87587721.7400,6.970325
2010-11-04,sz.300122,38.9800,39.7400,39.9500,38.9500,1570974,62039224.9000,4.909294
2010-11-05,sz.300122,40.0000,39.4600,40.1800,39.2900,1375780,54338177.9900,4.299313
2010-11-08,sz.300122,39.5800,40.6600,40.7900,39.5000,1786406,72071200.7200,5.582519
2010-11-09,sz.300122,40.6000,40.9800,41.2000,40.0000,1797553,72939979.4000,5.617353
2010-11-10,sz.300122,41.0500,42.1100,42.7200,41.0500,3061051,128795296.4100,9.565784
2010-11-11,sz.300122,41.8900,44.1000,46.1000,41.5200,5418816,235087080.2300,16.933800
2010-11-12,sz.300122,44.3800,41.9800,46.0000,41.5300,5014894,218861782.8000,15.671544
2010-11-15,sz.300122,42.6000,45.6500,45.9800,42.1000,4255664,188104327.3300,13.298950
