date,code,open,close,high,low,volume,amount,turn
2011-07-28,sz.002602,24.5000,25.3900,27.5000,24.5000,27548122,712907364.3400,76.522561
2011-07-29,sz.002602,24.7700,25.9000,26.2400,24.7700,15100015,388814971.6100,41.944486
2011-08-01,sz.002602,25.5500,26.1800,26.9500,24.0100,13542301,348325412.4400,37.617503
2011-08-02,sz.002602,25.7800,26.4700,27.4500,25.5000,14365875,384144236.5900,39.905208
2011-08-03,sz.002602,25.9800,25.4100,26.3700,25.3800,8903622,229332706.7000,24.732283
2011-08-04,sz.002602,25.1500,25.3000,25.6900,24.7400,6613661,166418451.4600,18.371281
2011-08-05,sz.002602,24.4000,24.7000,25.4800,24.2000,5609349,139463309.3300,15.581525
2011-08-08,sz.002602,24.2200,22.2300,24.5800,22.2300,7305235,168533787.7400,20.292319
2011-08-09,sz.002602,20.8000,21.3600,21.9900,20.0500,6237714,131232960.0800,17.326983
2011-08-10,sz.002602,21.8800,21.3500,22.2500,21.3000,4765997,103796246.5700,13.238881
2011-08-11,sz.002602,20.5500,21.7800,22.0100,20.3100,4945085,105441992.5500,13.736347
2011-08-12,sz.002602,22.0000,22.2600,22.9100,21.8000,5420382,121227682.3500,15.056617
2011-08-15,sz.002602,22.1500,22.4900,22.6600,22.0500,4407375,98571768.7900,12.242708
2011-08-16,sz.002602,22.5000,22.6400,22.9000,22.3500,4375652,99303203.1100,12.154589
2011-08-17,sz.002602,22.5800,22.0700,22.7400,21.9700,3372967,74982148.9500,9.369353
2011-08-18,sz.002602,22.0900,21.5100,22.1900,21.3000,2788422,60336044.8800,7.745617
2011-08-19,sz.002602,21.1100,22.0400,22.4900,21.1100,4928136,108348118.3400,13.689267
2011-08-22,sz.002602,21.8500,22.0900,22.5300,21.8500,2970879,65920265.9500,8.252442
2011-08-23,sz.002602,22.1100,23.0000,23.0000,22.1100,5297675,119942246.6500,14.715764
2011-08-24,sz.002602,23.1900,22.5800,23.1900,22.5700,4820106,110262088.5000,13.389183
2011-08-25,sz.002602,22.5800,22.5800,22.5800,22.5800,0,0.0000,
2011-08-26,sz.002602,22.8600,23.3100,23.6500,22.8500,6379565,147853891.7800,17.721014
2011-08-29,sz.002602,23.3900,23.0500,23.4900,23.0100,3730789,86666240.3600,10.363303
2011-08-30,sz.002602,23.1500,22.4600,23.3300,22.4500,2971058,68095928.1100,8.252939
2011-08-31,sz.002602,22.3200,21.9700,22.4300,21.5100,2688577,59040633.6000,7.468269
2011-09-01,sz.002602,22.0700,21.8000,22.3500,21.7300,1863284,41029742.6100,5.175789
2011-09-02,sz.002602,21.9900,21.5000,21.9900,21.3300,1474403,31730636.8800,4.095564
2011-09-05,sz.002602,21.1500,20.6500,21.3600,20.6500,1542502,32319561.5400,4.284728
2011-09-06,sz.002602,20.5000,20.3500,20.7400,20.2200,1775813,36260931.6400,4.932814
2011-09-07,sz.002602,20.5300,21.0300,21.0500,20.4400,1895468,39415056.1400,5.265189
2011-09-08,sz.002602,21.0600,20.5700,21.2600,20.5700,1916245,40080865.5800,5.322903
2011-09-09,sz.002602,20.5500,20.7200,20.8700,20.3300,1251071,25726161.3600,3.475197
2011-09-13,sz.002602,20.4400,19.9700,20.4400,19.8000,1409787,28247552.0000,3.916075
2011-09-14,sz.002602,20.0800,20.2500,20.2500,19.7400,1124213,22523790.2300,3.122814
2011-09-15,sz.002602,20.2800,20.3100,20.5900,20.1500,1565405,31910158.9100,4.348347
2011-09-16,sz.002602,20.4600,20.0500,20.5500,20.0300,1015554,20631257.9500,2.820983
2011-09-19,sz.002602,20.1000,19.3700,20.1000,19.3700,1099137,21603926.6900,3.053158
2011-09-20,sz.002602,19.3700,19.3900,19.6200,19.1000,944980,18274840.9800,2.624944
2011-09-21,sz.002602,19.4000,20.0200,20.0900,19.3100,1604955,31861662.5400,4.458208
2011-09-22,sz.002602,19.8900,19.3000,20.0000,19.2900,1389254,27282211.5500,3.859039
2011-09-23,sz.002602,19.0000,19.1900,19.2800,18.8400,1029702,19606372.2200,2.860283
2011-09-26,sz.002602,19.1900,19.0500,19.4200,18.9100,899937,17280774.1400,2.499825
2011-09-27,sz.002602,19.0900,19.4300,19.5600,19.0900,1419997,27452573.7700,3.944436
2011-09-28,sz.002602,19.5100,18.8900,19.6900,18.8300,1116735,21484867.6100,3.102042
