432,0,明天大涨，涨停板,菩萨保佑ba,05-16 14:39
461,0,我就想问，这些机构操作的人都是业余的吗,股友KEVpmI,05-16 14:37
450,0,关注上涨潜力巨大极有可能翻倍概念股：科华控股、积成,很快涨停123,05-16 14:37
396,0,红了一天就为套人，沃日,女人坑你你能怎办,05-16 14:27
367,0,守不住啦,Ecully,05-16 14:22
385,0,赶紧跌，我要借钱买平安股票～～～～[加油][加油][加,股友M1bdEA,05-16 14:18
392,0,利好再多没见爷们过[困顿]走了留下的发财,愿得一人心1314,05-16 14:18
5422,12,举个例子，买股票就像买了一个球队，球队当中有一般球,zhg0068oooo,05-16 14:16
406,0,今天套一大批,灰色影子,05-16 14:14
357,0,拉指数忽悠进场的不在少数啊,大地主操盘,05-16 14:10
330,0,开始套人了,女人坑你你能怎办,05-16 14:08
372,0,火箭发谢为,吉祥LL,05-16 14:07
366,0,玩完了完了这货我看又要跳水[大笑][大笑][大笑],一个新手小散户,05-16 14:06
492,0,保险业龙头，十五日国资大举入市必有大行情，五月总龙,港澳发展,05-16 14:04
360,0,绿了绿了。。。,刘思妍,05-16 14:04
381,0,全是好消息，就是不涨，危险了,就是诺样,05-16 14:03
356,0,换股每日互动300766,A野火烧不尽0675,05-16 14:02
400,0,大家别动，花招在自已吃，2点53全线压上，严阵以侍，,港澳发展,05-16 14:00
441,0,[赞],等待和忍耐,05-16 13:45
288,0,借机大卖 你卖我也卖 看谁跑得快,谁说不战自胜,05-16 13:43
339,0,转发,V8最强兵人,05-16 13:40
357,0,不玩了走,w连连,05-16 13:34
329,0,奶奶卖了又猛涨,w连连,05-16 13:27
283,0,转发,V8最强兵人,05-16 13:27
392,0,这是那个狗卵子虚拉指数哪？有意思吗？,gaozhaoxia,05-16 13:15
802,2,请问，5月16日公告的长期服务计划购买42亿元中国平安,股友k6GMDt,05-16 13:13
388,0,拉升了82就是目标哦！,浩浩朱,05-16 13:12
597,3,跌下来在回购岂不是更好？谁来说说平安高管为什么要在,mirror007,05-16 13:11
315,0,高位危险卖出,股友3uvMaw,05-16 13:09
2798,3,沪深交易所：中国有1.5亿个人投资者，绝大多数持股市,聪明投资者,05-16 13:08
359,0,快点因前给国家队啊 好拉平安,夏天95804,05-16 12:55
488,1,平安走的比较平稳，没有波澜，外边好多妖股动不动就涨,股友WaYyge,05-16 12:43
2396,1,东方红资管林鹏最新演讲：投资中不那么重要的事,聪明投资者,05-16 12:39
500,0,车险是买平安的好还是买人保的好？大家给我个意见呗,股友Ab小韭菜,05-16 12:14
2773,9,涨不涨不重要，外狗资金出逃也不重要，公司核心职工用,遥远的大湖边,05-16 12:11
7805,7,中国平安斥43亿人币回购 A股现扬近1%,中国平安资讯,05-16 11:42
684,2,借回购诱多，下方跳空未回补，不跌回70不t回去,天淡云闲333,05-16 11:42
609,2,只是茅台 平安拉起的指数行情一一一一一一一一一一一,不好再不好,05-16 11:40
396,0,看清楚，外资正在跑路。,全来财,05-16 11:39
581,1,硬不了3天,全来财,05-16 11:38
416,1,下午涨停。[加油],女人坑你你能怎办,05-16 11:33
423,1,我在考虑要不要买平安的车险？,股友Ab小韭菜,05-16 11:31
387,0,广汇物流  现价4.8元   10派3元  分红率6%,股友S0ru2s,05-16 11:26
347,0,平安平安,好心情好运自然来,05-16 11:23
384,0,今天能涨2个点，鉴定完毕,女人坑你你能怎办,05-16 11:23
521,0,请教：为啥平安的分时走势可以左右大盘分时走势,股友TXVIbj,05-16 11:17
361,0,关注！603159,不来不涨,05-16 11:10
547,0,百亿回购看来要在80元上方买入了,魔域帝国,05-16 11:08
340,0,别硬撑了，赶紧跌吧,挥挥一手捡破烂,05-16 11:08
354,0,不上也不下盘到何时庄睡,吉祥LL,05-16 11:07
435,0,卖早了，下来买一手,w连连,05-16 11:02
411,1,多空博弈[赞],流量为王,05-16 11:01
345,0,涨4个点带大盘飞,w连连,05-16 11:01
331,0,想买又涨起来了,w连连,05-16 11:00
423,1,跨境银行，嫌钱大户，十五日国资大举入市必有大行情，,港澳发展,05-16 10:53
315,0,平安在护指数。[赞][赞][赞][赞][赞][赞][赞][赞],女人坑你你能怎办,05-16 10:53
1150,3,今天小心跳水 估计配合出货 跑路 观望,大地主操盘,05-16 10:52
383,0,保验金融龙头，赚钱趋势，十五曰国资大举入市将有大行,港澳发展,05-16 10:50
918,4,预测未来平安的股价什么时候能到100,股友M1bdEA,05-16 10:49
2847,1,A股多股公告现超级利好 盘中有望疯狂崛起,巨丰投顾财富号,05-16 10:49
731,2,85进来的，留给儿子以后得启动资金。十年后见。,一只傻欧巴,05-16 10:41
315,0,狗庄，要不就涨上去，要不就下来，站在茅坑不拉屎,gaozhaoxia,05-16 10:40
2623,1,5.16 昨日北上资金小幅流入9.07亿 食品饮料减持最多（,萝卜投研,05-16 10:32
434,2,从未见过中国平安涨停的路过,女人坑你你能怎办,05-16 10:32
364,0,一个个的358手买单,GXY99,05-16 10:30
333,0,今天要升空,股友b7ZYk3,05-16 10:29
349,0,庄家考虑考虑下还是出手了,李楚亮,05-16 10:27
330,0,看不懂看不懂，[为什么][为什么],刘思妍,05-16 10:25
370,0,不活跃了,huadie1,05-16 10:22
292,0,拉指数 无耻,大地主操盘,05-16 10:18
332,0,公开利好是利空,dyd196701,05-16 10:10
627,2,85.302的成本，不知啥时回本,不喜欢韭菜,05-16 10:10
324,0,这逼玩意大盘又给带绿了[大笑][大笑]坑爹玩意,一个新手小散户,05-16 10:07
395,0,还以为发了两个公告是利好，原来是为了出货,股友Ab小韭菜,05-16 10:06
339,0,东亚兵夫真的很正宗。,hedabbbjjj,05-16 10:05
292,0,快跑，再不跑只会更惨。[困顿],女人坑你你能怎办,05-16 10:05
408,0,买了几手10转增5派20元的三钢闽光,好票多关注,05-16 10:04
321,0,高开低走？,一个新手小散户,05-16 10:01
288,0,啥时候跳一下，山顶的就冷静了,女人坑你你能怎办,05-16 10:01
353,0,开局不错，马力不行喔,刘思妍,05-16 10:00
309,0,短期山顶的风很冷，山顶集体看多，哎要命了,女人坑你你能怎办,05-16 09:45
369,0,早上卖对了81.2卖,w连连,05-16 09:44
1297,5,央行定向降准昨日落地，首次实施释放资金约1000亿元↑,快乐阿里,05-16 09:43
361,0,五月的空头司令，哪这么容易由空转多,艳阳九连板,05-16 09:40
468,0,金融保险业龙头，十五号国资大举入市必有大行情，A股,港澳发展,05-16 09:40
388,0,港股盘前忽悠人冲3个点 结果开盘屁都没有[赚大了][赚,Ecully,05-16 09:38
350,0,拿好坐稳准备起飞,霸妃忐忑锁螺蛳,05-16 09:37
642,9,只是茅台 平安拉起的指数行情一一一一一一一一一一一,不好再不好,05-16 09:33
1088,1,不管平安认购回购，反正每年业绩增长现在8点几的市盈,435066371,05-16 09:30
530,0,中国平安：融资净偿还8.45亿元，两市排名第一（05-15,财经评论,05-16 09:28
467,2,65元成本,楚河汉界12345678,05-16 09:25
315,0,转发,止榆知足,05-16 09:19
9671,14,A股多头抄底情绪蠢蠢欲动 8股迎来反弹契机,巨丰投顾财富号,05-16 09:03
573,0,4月份同比增长0.08%傻大个，第一季度忽悠式护盘结束,金K股道168,05-16 08:51
509,0,凡是光电类股票，网络游戏影视药业，材料股票都得小心,股友xbT2iD,05-16 08:28
806,0,中国平安还有百亿回购未实施，估计是在平安冲100关口,股友xbT2iD,05-16 08:18
