601828,0,0,0,0,0,0,0,0,1,291
601838,0,0,0,0,0,0,0,0,0,281
601857,0,0,0,0,0,0,0,0,5,2246
601877,0,0,0,0,0,0,0,0,141,2233
601878,0,0,0,0,0,0,0,0,0,432
601881,0,0,0,0,0,0,0,0,0,532
601888,0,0,0,0,0,0,0,0,66,2246
601898,0,0,0,0,0,0,0,0,7,2246
601899,0,0,0,0,0,0,0,0,35,2246
601901,0,0,0,0,0,0,0,0,119,1857
601919,0,0,0,0,0,0,0,0,155,2246
601933,0,0,0,0,0,0,0,0,24,2017
601939,0,0,0,0,0,0,0,0,12,2246
601985,0,0,0,0,0,0,0,0,0,929
601988,0,0,0,0,0,0,0,0,13,2246
601989,0,0,0,0,0,0,0,0,291,2246
601991,0,0,0,0,0,0,0,0,25,2246
601992,0,0,0,0,0,0,0,0,29,1969
601997,0,0,0,0,0,0,0,0,0,638
601998,0,0,0,0,0,0,0,0,18,2246
603156,0,0,0,0,0,0,0,0,0,273
603160,0,0,0,0,0,0,0,0,0,601
603259,0,0,0,0,0,0,0,0,0,221
603260,0,0,0,0,0,0,0,0,0,347
603288,0,0,0,0,0,0,0,0,0,1256
603799,0,0,0,0,0,0,0,0,24,1016
603833,0,0,0,0,0,0,0,0,6,491
603858,0,0,0,0,0,0,0,0,0,577
603986,0,0,0,0,0,0,0,0,205,636
603993,0,0,0,0,0,0,0,0,22,1577
000001,0,0,0,0,0,0,0,0,70,2246
000002,0,0,0,0,0,0,0,0,155,2246
000063,0,0,0,0,0,0,0,0,86,2246
000069,0,0,0,0,0,0,0,0,50,2246
000100,0,0,0,0,0,0,0,0,215,2246
000157,0,0,0,0,0,0,0,0,13,2246
000166,0,0,0,0,0,0,0,0,30,1019
000333,0,0,0,0,0,0,0,0,52,1347
000338,0,0,0,0,0,0,0,0,8,2246
000402,0,0,0,0,0,0,0,0,7,2246
000408,0,0,0,0,0,0,0,0,211,2246
000413,0,0,0,0,0,0,0,0,146,2246
000415,0,0,0,0,0,0,0,0,564,2246
000423,0,0,0,0,0,0,0,0,9,2246
000425,0,0,0,0,0,0,0,0,35,2246
000503,0,0,0,0,0,0,0,0,233,2246
000538,0,0,0,0,0,0,0,0,158,2246
000553,0,0,0,0,0,0,0,0,396,2246
000568,0,0,0,0,0,0,0,0,38,2246
000625,0,0,0,0,0,0,0,0,102,2246
000627,0,0,0,0,0,0,0,0,121,2246
000630,0,0,0,0,0,0,0,0,168,2246
000651,0,0,0,0,0,0,0,0,163,2246
000661,0,0,0,0,0,0,0,0,52,2246
000671,0,0,0,0,0,0,0,0,73,2246
000703,0,0,0,0,0,0,0,0,118,2246
000709,0,0,0,0,0,0,0,0,64,2246
000725,0,0,0,0,0,0,0,0,16,2246
000728,0,0,0,0,0,0,0,0,31,2246
000768,0,0,0,0,0,0,0,0,31,2246
000776,0,0,0,0,0,0,0,0,47,2246
000783,0,0,0,0,0,0,0,0,25,2246
000786,0,0,0,0,0,0,0,0,151,2246
000792,0,0,0,0,0,0,0,0,68,2246
000826,0,0,0,0,0,0,0,0,81,2246
000839,0,0,0,0,0,0,0,0,134,2246
000858,0,0,0,0,0,0,0,0,64,2246
000876,0,0,0,0,0,0,0,0,187,2246
000895,0,0,0,0,0,0,0,0,208,2246
000898,0,0,0,0,0,0,0,0,10,2246
000938,0,0,0,0,0,0,0,0,211,2246
000959,0,0,0,0,0,0,0,0,376,2246
000961,0,0,0,0,0,0,0,0,39,2246
000963,0,0,0,0,0,0,0,0,47,2246
000983,0,0,0,0,0,0,0,0,8,2246
001965,0,0,0,0,0,0,0,0,0,307
001979,0,0,0,0,0,0,0,0,0,792
002001,0,0,0,0,0,0,0,0,24,2246
002007,0,0,0,0,0,0,0,0,18,2246
002008,0,0,0,0,0,0,0,0,25,2246
002024,0,0,0,0,0,0,0,0,21,2246
002027,0,0,0,0,0,0,0,0,105,2246
002032,0,0,0,0,0,0,0,0,10,2246
002044,0,0,0,0,0,0,0,0,309,2246
002050,0,0,0,0,0,0,0,0,124,2246
002065,0,0,0,0,0,0,0,0,315,2246
002081,0,0,0,0,0,0,0,0,64,2246
002085,0,0,0,0,0,0,0,0,159,2246
002120,0,0,0,0,0,0,0,0,122,2246
002142,0,0,0,0,0,0,0,0,10,2246
002146,0,0,0,0,0,0,0,0,42,2246
002153,0,0,0,0,0,0,0,0,121,2246
002179,0,0,0,0,0,0,0,0,13,2246
002202,0,0,0,0,0,0,0,0,22,2246
002230,0,0,0,0,0,0,0,0,84,2246
002236,0,0,0,0,0,0,0,0,20,2246
002241,0,0,0,0,0,0,0,0,23,2246
002252,0,0,0,0,0,0,0,0,481,2246
002271,0,0,0,0,0,0,0,0,22,2246
002294,0,0,0,0,0,0,0,0,4,2246
002304,0,0,0,0,0,0,0,0,10,2246
002310,0,0,0,0,0,0,0,0,228,2246
002311,0,0,0,0,0,0,0,0,24,2246
002352,0,0,0,0,0,0,0,0,54,2222
002411,0,0,0,0,0,0,0,0,309,2152
002415,0,0,0,0,0,0,0,0,52,2149
002422,0,0,0,0,0,0,0,0,27,2145
002450,0,0,0,0,0,0,0,0,267,2117
002456,0,0,0,0,0,0,0,0,67,2105
002460,0,0,0,0,0,0,0,0,89,2100
002466,0,0,0,0,0,0,0,0,153,2085
002468,0,0,0,0,0,0,0,0,136,2079
002475,0,0,0,0,0,0,0,0,28,2074
002493,0,0,0,0,0,0,0,0,12,2048
002508,0,0,0,0,0,0,0,0,8,2033
002555,0,0,0,0,0,0,0,0,286,1968
002558,0,0,0,0,0,0,0,0,372,1968
002572,0,0,0,0,0,0,0,0,34,1941
002594,0,0,0,0,0,0,0,0,12,1886
002601,0,0,0,0,0,0,0,0,106,1875
002602,0,0,0,0,0,0,0,0,469,1866
002624,0,0,0,0,0,0,0,0,387,1806
002625,0,0,0,0,0,0,0,0,312,1802
002673,0,0,0,0,0,0,0,0,20,1684
002714,0,0,0,0,0,0,0,0,25,1261
002736,0,0,0,0,0,0,0,0,7,1037
002773,0,0,0,0,0,0,0,0,0,918
002797,0,0,0,0,0,0,0,0,17,705
002925,0,0,0,0,0,0,0,0,2,293
300003,0,0,0,0,0,0,0,0,121,2246
300015,0,0,0,0,0,0,0,0,18,2246
300017,0,0,0,0,0,0,0,0,54,2246
300024,0,0,0,0,0,0,0,0,10,2246
300033,0,0,0,0,0,0,0,0,20,2246
300059,0,0,0,0,0,0,0,0,65,2197
300070,0,0,0,0,0,0,0,0,81,2175
300072,0,0,0,0,0,0,0,0,69,2171
300122,0,0,0,0,0,0,0,0,76,2068
300124,0,0,0,0,0,0,0,0,18,2068
300136,0,0,0,0,0,0,0,0,74,2045
300142,0,0,0,0,0,0,0,0,274,2040
300144,0,0,0,0,0,0,0,0,92,2021
300251,0,0,0,0,0,0,0,0,117,1862
300296,0,0,0,0,0,0,0,0,178,1714
300408,0,0,0,0,0,0,0,0,10,1055
300433,0,0,0,0,0,0,0,0,25,987
