600000,0,0,0,0,0,0,0,0,47,2246
600004,0,0,0,0,0,0,0,0,3,2246
600009,0,0,0,0,0,0,0,0,3,2246
600010,0,0,0,0,0,0,0,0,74,2246
600011,0,0,0,0,0,0,0,0,14,2246
600015,0,0,0,0,0,0,0,0,19,2246
600016,0,0,0,0,0,0,0,0,9,2246
600018,0,0,0,0,0,0,0,0,60,2246
600019,0,0,0,0,0,0,0,0,100,2246
600023,0,0,0,0,0,0,0,0,0,1288
600025,0,0,0,0,0,0,0,0,0,313
600027,0,0,0,0,0,0,0,0,14,2246
600028,0,0,0,0,0,0,0,0,5,2246
600029,0,0,0,0,0,0,0,0,24,2246
600030,0,0,0,0,0,0,0,0,33,2246
600031,0,0,0,0,0,0,0,0,13,2246
600036,0,0,0,0,0,0,0,0,21,2246
600038,0,0,0,0,0,0,0,0,83,2246
600048,0,0,0,0,0,0,0,0,14,2246
600050,0,0,0,0,0,0,0,0,99,2246
600061,0,0,0,0,0,0,0,0,134,2246
600066,0,0,0,0,0,0,0,0,47,2246
600068,0,0,0,0,0,0,0,0,34,2246
600085,0,0,0,0,0,0,0,0,4,2246
600089,0,0,0,0,0,0,0,0,29,2246
600100,0,0,0,0,0,0,0,0,156,2246
600104,0,0,0,0,0,0,0,0,66,2246
600109,0,0,0,0,0,0,0,0,37,2246
600111,0,0,0,0,0,0,0,0,7,2246
600115,0,0,0,0,0,0,0,0,28,2246
600118,0,0,0,0,0,0,0,0,12,2246
600153,0,0,0,0,0,0,0,0,245,2246
600157,0,0,0,0,0,0,0,0,350,2246
600170,0,0,0,0,0,0,0,0,54,2246
600176,0,0,0,0,0,0,0,0,43,2246
600177,0,0,0,0,0,0,0,0,45,2246
600188,0,0,0,0,0,0,0,0,12,2246
600196,0,0,0,0,0,0,0,0,28,2246
600208,0,0,0,0,0,0,0,0,57,2246
600219,0,0,0,0,0,0,0,0,116,2246
600221,0,0,0,0,0,0,0,0,156,2246
600233,0,0,0,0,0,0,0,0,101,2246
600271,0,0,0,0,0,0,0,0,153,2246
600276,0,0,0,0,0,0,0,0,7,2246
600297,0,0,0,0,0,0,0,0,220,2246
600309,0,0,0,0,0,0,0,0,139,2246
600332,0,0,0,0,0,0,0,0,189,2246
600339,0,0,0,0,0,0,0,0,160,2246
600340,0,0,0,0,0,0,0,0,51,2246
600346,0,0,0,0,0,0,0,0,318,2246
600352,0,0,0,0,0,0,0,0,37,2246
600362,0,0,0,0,0,0,0,0,12,2246
600369,0,0,0,0,0,0,0,0,174,2246
600372,0,0,0,0,0,0,0,0,210,2246
600383,0,0,0,0,0,0,0,0,11,2246
600390,0,0,0,0,0,0,0,0,150,2246
600398,0,0,0,0,0,0,0,0,58,2246
600406,0,0,0,0,0,0,0,0,149,2246
600415,0,0,0,0,0,0,0,0,18,2246
600436,0,0,0,0,0,0,0,0,23,2246
600438,0,0,0,0,0,0,0,0,151,2246
600482,0,0,0,0,0,0,0,0,139,2246
600487,0,0,0,0,0,0,0,0,115,2246
600489,0,0,0,0,0,0,0,0,36,2246
600498,0,0,0,0,0,0,0,0,52,2246
600516,0,0,0,0,0,0,0,0,75,2246
600518,0,0,0,0,0,0,0,0,28,2246
600519,0,0,0,0,0,0,0,0,6,2246
600522,0,0,0,0,0,0,0,0,89,2246
600535,0,0,0,0,0,0,0,0,21,2246
600547,0,0,0,0,0,0,0,0,194,2246
600549,0,0,0,0,0,0,0,0,18,2246
600566,0,0,0,0,0,0,0,0,132,2246
600570,0,0,0,0,0,0,0,0,67,2246
600583,0,0,0,0,0,0,0,0,15,2246
600585,0,0,0,0,0,0,0,0,11,2246
600588,0,0,0,0,0,0,0,0,26,2246
600606,0,0,0,0,0,0,0,0,338,2246
600637,0,0,0,0,0,0,0,0,245,2246
600660,0,0,0,0,0,0,0,0,3,2246
600674,0,0,0,0,0,0,0,0,33,2246
600688,0,0,0,0,0,0,0,0,53,2246
600690,0,0,0,0,0,0,0,0,99,2246
600703,0,0,0,0,0,0,0,0,54,2246
600704,0,0,0,0,0,0,0,0,116,2246
600705,0,0,0,0,0,0,0,0,756,2246
600739,0,0,0,0,0,0,0,0,167,2246
600741,0,0,0,0,0,0,0,0,69,2246
600760,0,0,0,0,0,0,0,0,160,2246
600795,0,0,0,0,0,0,0,0,80,2246
600809,0,0,0,0,0,0,0,0,16,2246
600816,0,0,0,0,0,0,0,0,305,2246
600837,0,0,0,0,0,0,0,0,9,2246
600867,0,0,0,0,0,0,0,0,53,2246
600886,0,0,0,0,0,0,0,0,77,2246
600887,0,0,0,0,0,0,0,0,39,2246
600893,0,0,0,0,0,0,0,0,150,2246
600900,0,0,0,0,0,0,0,0,117,2246
600909,0,0,0,0,0,0,0,0,0,565
600919,0,0,0,0,0,0,0,0,0,648
600926,0,0,0,0,0,0,0,0,0,593
600958,0,0,0,0,0,0,0,0,6,984
600977,0,0,0,0,0,0,0,0,0,643
600998,0,0,0,0,0,0,0,0,23,2048
600999,0,0,0,0,0,0,0,0,14,2246
601006,0,0,0,0,0,0,0,0,12,2246
601009,0,0,0,0,0,0,0,0,19,2246
601012,0,0,0,0,0,0,0,0,35,1698
601018,0,0,0,0,0,0,0,0,139,2068
601021,0,0,0,0,0,0,0,0,24,1022
601066,0,0,0,0,0,0,0,0,0,191
601088,0,0,0,0,0,0,0,0,67,2246
601108,0,0,0,0,0,0,0,0,0,351
601111,0,0,0,0,0,0,0,0,54,2246
601117,0,0,0,0,0,0,0,0,7,2243
601138,0,0,0,0,0,0,0,0,0,198
601155,0,0,0,0,0,0,0,0,11,810
601166,0,0,0,0,0,0,0,0,20,2246
601169,0,0,0,0,0,0,0,0,52,2246
601186,0,0,0,0,0,0,0,0,18,2246
601198,0,0,0,0,0,0,0,0,8,1001
601211,0,0,0,0,0,0,0,0,0,918
601212,0,0,0,0,0,0,0,0,43,520
601216,0,0,0,0,0,0,0,0,127,1974
601225,0,0,0,0,0,0,0,0,0,1261
601228,0,0,0,0,0,0,0,0,0,490
601229,0,0,0,0,0,0,0,0,0,579
601238,0,0,0,0,0,0,0,0,12,1704
601288,0,0,0,0,0,0,0,0,4,2118
601318,0,0,0,0,0,0,0,0,54,2246
601328,0,0,0,0,0,0,0,0,13,2246
601333,0,0,0,0,0,0,0,0,5,2246
601336,0,0,0,0,0,0,0,0,27,1771
601360,0,0,0,0,0,0,0,0,128,1752
601377,0,0,0,0,0,0,0,0,21,2062
601390,0,0,0,0,0,0,0,0,93,2246
601398,0,0,0,0,0,0,0,0,13,2246
601555,0,0,0,0,0,0,0,0,8,1775
601600,0,0,0,0,0,0,0,0,119,2246
601601,0,0,0,0,0,0,0,0,3,2246
601607,0,0,0,0,0,0,0,0,29,2246
601611,0,0,0,0,0,0,0,0,1,687
601618,0,0,0,0,0,0,0,0,79,2246
601628,0,0,0,0,0,0,0,0,5,2246
601633,0,0,0,0,0,0,0,0,25,1823
601668,0,0,0,0,0,0,0,0,7,2246
601669,0,0,0,0,0,0,0,0,116,1814
601688,0,0,0,0,0,0,0,0,11,2212
601727,0,0,0,0,0,0,0,0,271,2246
601766,0,0,0,0,0,0,0,0,95,2246
601788,0,0,0,0,0,0,0,0,20,2246
601800,0,0,0,0,0,0,0,0,1,1718
601808,0,0,0,0,0,0,0,0,4,2246
601818,0,0,0,0,0,0,0,0,19,2094
