,code,name
0,000002,万科Ａ
1,000069,华侨城Ａ
2,000402,金 融 街
3,000671,阳光城
4,000961,中南建设
5,002146,荣盛发展
6,600048,保利地产
7,600153,建发股份
8,600208,新湖中宝
9,600340,华夏幸福
10,600383,金地集团
