,code,name
0,000408,藏格控股
1,000627,天茂集团
2,000768,中航飞机
3,000938,紫光股份
4,002085,万丰奥威
5,002179,中航光电
6,002271,东方雨虹
7,600038,中直股份
8,600118,中国卫星
9,600176,中国巨石
10,600271,航天信息
11,600372,中航电子
12,600705,中航资本
13,600760,中航沈飞
14,600816,安信信托
15,600893,航发动力
16,601727,上海电气
17,601989,中国重工
