1.7384339633514478e-15,2018-09-10
1.9503507084765223e-16,2018-09-11
4.4099194212943544e-16,2018-09-12
2.7898710366015727e-16,2018-09-13
2.7169808810397716e-16,2018-09-14
5.836599838514801e-16,2018-09-15
8.010648186479251e-15,2018-09-16
1.0113610711057504e-15,2018-09-17
2.4029664853886315e-16,2018-09-18
9.8050823457341e-16,2018-09-19
1.5736670596956728e-15,2018-09-20
8.749777895654455e-16,2018-09-21
1.6578737076348423e-15,2018-09-22
2.3560976084052283e-19,2018-09-23
1.0955679900000001e-18,2018-09-24
9.57265792936511e-19,2018-09-25
7.404004314349643e-17,2018-09-26
7.43531214913832e-16,2018-09-27
1.1449508399058481e-15,2018-09-28
4.98620902693717e-15,2018-09-29
1.6999586380000001e-19,2018-09-30
2.2528607242991775e-23,2018-10-01
4.9437615e-28,2018-10-03
3.7446836e-19,2018-10-04
7.561515960056667e-18,2018-10-05
3.4820223e-20,2018-10-06
3.9316695e-23,2018-10-07
1.3848759504440812e-15,2018-10-08
1.3561858173083798e-15,2018-10-09
9.608383356908248e-16,2018-10-10
1.1014654961469729e-16,2018-10-11
3.5357266855640437e-16,2018-10-12
2.519969708126966e-16,2018-10-13
4.5195313967900005e-22,2018-10-14
5.881066776984984e-18,2018-10-15
1.901943119459021e-16,2018-10-16
2.267081310019418e-16,2018-10-17
7.162464123125269e-16,2018-10-18
2.964438382082595e-16,2018-10-19
2.232112436424752e-15,2018-10-20
5.536218687154862e-20,2018-10-21
7.632717610844204e-16,2018-10-22
1.1822701302138771e-15,2018-10-23
3.396102022313718e-16,2018-10-24
1.7441602095206305e-16,2018-10-25
3.2437636795522005e-16,2018-10-26
2.5231913900577753e-16,2018-10-27
1.105183654339793e-18,2018-10-28
8.677770151583236e-16,2018-10-29
5.3979465917320354e-17,2018-10-30
1.8354177019829572e-16,2018-10-31
1.5050446987666255e-15,2018-11-01
1.6139812725012179e-16,2018-11-02
1.4742548467573332e-15,2018-11-03
2.5234763755237464e-15,2018-11-04
1.6117775047762747e-15,2018-11-05
5.838696279931918e-16,2018-11-06
4.012787700218541e-16,2018-11-07
7.801556102071611e-16,2018-11-08
8.469395836954885e-16,2018-11-09
9.603338721762821e-16,2018-11-10
2.0519067252285808e-15,2018-11-11
8.625076600964218e-16,2018-11-12
9.529123203681467e-16,2018-11-13
1.2624153400503506e-15,2018-11-14
6.468471510981555e-16,2018-11-15
4.412043716693259e-16,2018-11-16
8.136692542787281e-16,2018-11-17
1.51798437455352e-18,2018-11-18
1.5175987807655364e-17,2018-11-19
2.9478684134184883e-16,2018-11-20
2.4589161623858355e-16,2018-11-21
4.100836168271291e-16,2018-11-22
1.1074573822026562e-16,2018-11-23
1.5931566424702458e-15,2018-11-24
4.285802117333179e-20,2018-11-25
1.9638531897244173e-17,2018-11-26
8.514363076054339e-16,2018-11-27
3.110802517595741e-16,2018-11-28
2.4062065762697015e-16,2018-11-29
5.991385454338905e-16,2018-11-30
6.344747523327401e-16,2018-12-01
4.910935219194876e-18,2018-12-02
4.4565833728712404e-18,2018-12-03
5.454590253488233e-17,2018-12-04
1.3779563373238117e-16,2018-12-05
1.2724868599479522e-15,2018-12-06
1.019007510421378e-16,2018-12-07
1.4349033556695158e-15,2018-12-08
4.470559408333333e-21,2018-12-09
4.381945571443698e-17,2018-12-10
1.1466209410311097e-16,2018-12-11
7.408834773575076e-17,2018-12-12
4.025076720694783e-16,2018-12-13
2.3954842890228073e-16,2018-12-14
5.017551405913967e-16,2018-12-15
7.055524646499999e-22,2018-12-16
7.588014908454743e-18,2018-12-17
1.6569780690670687e-16,2018-12-18
1.2221386073462478e-16,2018-12-19
9.691665330632596e-17,2018-12-20
7.139724794764532e-16,2018-12-21
3.981717149177159e-16,2018-12-22
1.4784467e-21,2018-12-23
1.3222716922510285e-17,2018-12-24
6.413312848491306e-16,2018-12-25
5.941511420673531e-16,2018-12-26
2.1391972562292316e-16,2018-12-27
2.373667605571123e-16,2018-12-28
4.857190957285267e-16,2018-12-29
3.692214e-27,2018-12-30
8.547513706666665e-20,2018-12-31
2.021582395978636e-17,2019-01-02
7.583264769213604e-16,2019-01-03
4.2892653094306756e-19,2019-01-04
3.7906876e-20,2019-01-05
1.4704885e-20,2019-01-06
1.1285182821289999e-15,2019-01-07
7.570882087120688e-16,2019-01-08
9.257651686838183e-16,2019-01-09
8.381403904307783e-18,2019-01-10
9.541477418848126e-18,2019-01-11
1.3604625950008919e-17,2019-01-12
3.3330350336039636e-16,2019-01-14
1.1770364017909159e-17,2019-01-15
3.9319157399148725e-19,2019-01-16
1.838554776006364e-19,2019-01-17
2.8775682596602397e-18,2019-01-18
2.4935696666742767e-18,2019-01-19
2.505189e-25,2019-01-20
1.7790447531633835e-19,2019-01-21
1.2046136674484702e-15,2019-01-22
7.990784267992302e-16,2019-01-23
1.071526154010171e-15,2019-01-24
4.76864678391868e-16,2019-01-25
2.6962191126005668e-15,2019-01-26
1.4132795218060283e-15,2019-01-28
1.1625105244272812e-15,2019-01-29
2.7652697174537396e-16,2019-01-30
3.632162418133334e-16,2019-01-31
1.4088633682455794e-15,2019-02-01
3.866810625799188e-16,2019-02-02
4.314586575e-16,2019-02-03
8.338015e-18,2019-02-04
4.7352047e-19,2019-02-07
9.111627694963731e-15,2019-02-09
6.762129500000001e-23,2019-02-10
1.59242973895e-17,2019-02-11
2.8169975313762904e-15,2019-02-12
3.543077292284433e-16,2019-02-13
1.184805779358492e-15,2019-02-14
6.419700503456412e-16,2019-02-15
2.5690702290162894e-15,2019-02-16
1.1251834132941548e-15,2019-02-17
1.4073573106492852e-17,2019-02-18
4.754275059001968e-16,2019-02-19
2.1342431558392651e-16,2019-02-20
1.5682661870598437e-15,2019-02-21
1.0155479483931758e-15,2019-02-22
1.2682968638752298e-15,2019-02-23
2.46565657975e-16,2019-02-24
1.4018518206488913e-18,2019-02-25
5.606998025123046e-16,2019-02-26
8.112931175342846e-16,2019-02-27
1.2066935481458625e-16,2019-02-28
3.0371881973701414e-16,2019-03-01
2.0894533727531043e-15,2019-03-02
5.82759431735e-26,2019-03-03
7.786388156297154e-16,2019-03-04
9.701484179117786e-17,2019-03-05
8.11011856969276e-17,2019-03-06
7.443557474048174e-17,2019-03-07
4.1565910341913634e-17,2019-03-08
1.2179336485672572e-15,2019-03-09
3.620219435627e-18,2019-03-10
4.0585818081922484e-16,2019-03-11
4.668805313850787e-17,2019-03-12
1.670661054656016e-16,2019-03-13
1.4649446552401695e-16,2019-03-14
6.13298511890029e-17,2019-03-15
8.620824134513152e-16,2019-03-16
5.137022009589072e-19,2019-03-17
2.0466071191088313e-17,2019-03-18
4.5474661698886545e-17,2019-03-19
4.3149465328054316e-17,2019-03-20
1.3165434273888149e-15,2019-03-21
4.504386600309441e-17,2019-03-22
1.5024347164220638e-16,2019-03-23
3.537024268331552e-18,2019-03-24
3.3416704470083777e-16,2019-03-25
2.1978602697972224e-16,2019-03-26
6.356455849639525e-16,2019-03-27
5.843387291662573e-16,2019-03-28
3.3049688244954585e-16,2019-03-29
2.0132718515717526e-15,2019-03-30
3.8958609116703246e-20,2019-03-31
6.473259104017127e-16,2019-04-01
4.84045094781301e-16,2019-04-02
2.116735800458988e-16,2019-04-03
9.70925597914283e-16,2019-04-04
1.0953522030071586e-15,2019-04-05
1.6216594825000002e-22,2019-04-06
6.7975969263736995e-18,2019-04-07
5.667657536223186e-16,2019-04-08
1.5344079245497575e-16,2019-04-09
1.0604852214179606e-15,2019-04-10
1.2354179033165837e-15,2019-04-11
7.094823408441908e-16,2019-04-12
6.884141061651833e-16,2019-04-13
1.3961848454999998e-19,2019-04-14
3.3339437282369495e-16,2019-04-15
8.645217525064244e-16,2019-04-16
7.325723177100785e-16,2019-04-17
2.377203661932652e-16,2019-04-18
7.67935199318207e-17,2019-04-19
1.6217658797317499e-15,2019-04-20
3.175476739971759e-15,2019-04-21
4.403870298250516e-16,2019-04-22
1.4107095613089089e-15,2019-04-23
9.565326375699202e-17,2019-04-24
1.3430114405251824e-15,2019-04-25
6.05201736795087e-16,2019-04-26
3.945375514425e-16,2019-04-27
2.778832331113541e-15,2019-04-28
4.9004701750745526e-17,2019-04-29
9.29652793660272e-17,2019-04-30
1.5843548100113804e-16,2019-05-01
1.71807565e-24,2019-05-02
5.0351467e-17,2019-05-05
1.1171493384632866e-18,2019-05-06
1.1869497249028314e-16,2019-05-07
6.703525631979833e-17,2019-05-08
5.537590684434031e-16,2019-05-09
4.3159542385406124e-17,2019-05-10
2.87412207084764e-16,2019-05-11
4.2664256666666666e-20,2019-05-12
9.548813558458471e-18,2019-05-13
5.2734097857543364e-17,2019-05-14
1.331056231084668e-15,2019-05-15
1.2967232432842162e-17,2019-05-16
3.013443207935009e-17,2019-05-10
2.733996661392468e-16,2019-05-11
6.164976666666667e-20,2019-05-12
2.3760423560461856e-18,2019-05-13
6.062013264735574e-17,2019-05-14
1.2915090605355298e-15,2019-05-15
9.006393447376987e-17,2019-05-16
3.9487498e-35,2019-05-06
