2018-01-02,7.431040701103168e-18,0,0
2018-01-03,5.12414492847053e-16,1.2665064,0.9887811
2018-01-04,8.579676265130417e-16,0.9887811,1.6106508
2018-01-05,7.065936471902605e-17,1.6106508,1.1671749
2018-01-06,2.9428543937023003e-16,1.6106508,1.1671749
2018-01-07,5.274018e-22,1.6106508,1.1671749
2018-01-08,1.6688376049973162e-16,1.1671749,1.4348654
2018-01-09,3.666193412071756e-16,1.4348654,1.6810027
2018-01-10,8.716798474682344e-17,1.6810027,1.7262042
2018-01-11,3.256398494422387e-16,1.7262042,1.3539526
2018-01-12,5.872479353814934e-16,1.3539526,0.35632938
2018-01-13,9.812958923158948e-16,1.3539526,0.35632938
2018-01-14,2.2456365245112566e-18,1.3539526,0.35632938
2018-01-15,3.9952155702546215e-16,0.35632938,1.1493862
2018-01-16,2.712444466649324e-16,1.1493862,1.3063333
2018-01-17,5.605565984659686e-16,1.3063333,1.1678901
2018-01-18,2.350896506595258e-16,1.1678901,1.5004811
2018-01-19,3.0965867902106314e-16,1.5004811,1.4119365
2018-01-20,2.089167023212336e-15,1.5004811,1.4119365
2018-01-21,2.0134223135333332e-21,1.5004811,1.4119365
2018-01-22,2.462191213750289e-15,1.4119365,1.0892289
2018-01-23,8.756080894899837e-16,1.0892289,1.2254184
2018-01-24,3.8207540348808095e-17,1.2254184,1.2939
2018-01-25,3.816826640208936e-16,1.2939,1.3970484
2018-01-26,1.0521594237254392e-15,1.3970484,1.5003963
2018-01-27,1.8793853333606086e-15,1.3970484,1.5003963
2018-01-28,2.041104e-20,1.3970484,1.5003963
2018-01-29,1.1586689132948842e-15,1.5003963,2.5023184
2018-01-30,6.151919478420751e-16,2.5023184,1.8241832
2018-01-31,2.1765692027494385e-15,1.8241832,1.4944377
2018-02-01,1.48704010898063e-16,1.4944377,1.4466708
2018-02-02,1.3001347146659547e-15,1.4466708,0.9880111
2018-02-03,5.689163411694321e-16,1.4466708,0.9880111
2018-02-04,2.4996792438700003e-20,1.4466708,0.9880111
2018-02-05,7.749921359993839e-16,0.9880111,0.7551949
2018-02-06,4.031200192813323e-16,0.7551949,0.9708415
2018-02-07,6.999237557775991e-16,0.9708415,1.3451579
2018-02-08,3.6013240821631288e-16,1.3451579,0.8205843
2018-02-09,3.727516326124177e-16,0.8205843,2.5576487
2018-02-10,1.4256950128199967e-15,0.8205843,2.5576487
2018-02-11,6.78840649061886e-18,0.8205843,2.5576487
2018-02-12,2.342061939143126e-18,2.5576487,2.1689792
2018-02-13,8.442736851547633e-16,2.1689792,2.5377333
2018-02-14,3.0038637323179623e-16,2.5377333,2.057764
2018-02-15,7.723979835e-16,2.5377333,2.057764
2018-02-19,1.5148628e-23,2.5377333,2.057764
2018-02-20,8.779854763533333e-20,2.5377333,2.057764
2018-02-21,7.646033252584004e-18,2.5377333,2.057764
2018-02-23,9.430216423467774e-16,1.8668344,1.6942999
2018-02-24,3.1595516217111663e-16,1.8668344,1.6942999
2018-02-25,1.2997209334666667e-20,1.8668344,1.6942999
2018-02-26,3.7665733183336625e-15,1.6942999,1.7997396
2018-02-27,7.646277946649853e-17,1.7997396,1.90543
2018-02-28,1.206820071741995e-15,1.90543,1.9257193
2018-03-01,1.9264380410021684e-16,1.9257193,2.0379274
2018-03-02,7.072245488150393e-16,2.0379274,2.3482018
2018-03-03,2.605042190112458e-16,2.0379274,2.3482018
2018-03-04,3.6229343351848675e-18,2.0379274,2.3482018
2018-03-05,1.268781511683189e-15,2.3482018,2.0071828
2018-03-06,1.4613111479957479e-15,2.0071828,1.9459807
2018-03-07,1.7173766544405652e-15,1.9459807,2.1151304
2018-03-08,2.591179010111967e-16,2.1151304,2.0935059
2018-03-09,2.4340197867079655e-16,2.0935059,1.8695405
2018-03-10,1.9562052240324995e-15,2.0935059,1.8695405
2018-03-11,3.5550993e-15,2.0935059,1.8695405
2018-03-12,3.035475415547243e-18,1.8695405,2.143866
2018-03-13,1.5439592498815832e-15,2.143866,2.5482666
2018-03-14,2.1962563411968764e-16,2.5482666,1.9043087
2018-03-15,1.7663938684543298e-16,1.9043087,1.7142684
2018-03-16,2.0754488865223708e-16,1.7142684,1.7990066
2018-03-17,6.62518117225e-15,1.7142684,1.7990066
2018-03-18,2.3245383699999997e-19,1.7142684,1.7990066
2018-03-19,9.121441796846524e-19,1.7990066,1.9348618
2018-03-20,4.900289447671686e-16,1.9348618,1.6958971
2018-03-21,1.3628380065363654e-15,1.6958971,1.7150283
2018-03-22,5.584599329048676e-16,1.7150283,1.8398539
2018-03-23,4.877473528648176e-16,1.8398539,1.9322317
2018-03-24,1.2968714677540387e-15,1.8398539,1.9322317
2018-03-25,1.4169847994999999e-24,1.8398539,1.9322317
2018-03-26,2.42370135455309e-16,1.9322317,1.8656094
2018-03-27,5.326442156016315e-16,1.8656094,2.9566858
2018-03-28,8.092106102385835e-16,2.9566858,2.9724717
2018-03-29,1.1868735195953514e-16,2.9724717,3.250518
2018-03-30,4.8330892900025474e-17,3.250518,3.806822
2018-03-31,2.502061205800293e-16,3.250518,3.806822
2018-04-01,1.1081041492427729e-15,3.250518,3.806822
2018-04-02,1.5488652863247814e-16,3.806822,4.2171383
2018-04-03,2.0060809694835328e-16,4.2171383,4.247232
2018-04-04,5.660802027763307e-17,4.247232,4.142529
2018-04-05,1.1339412301870999e-15,4.247232,4.142529
2018-04-06,7.019346780270651e-19,4.247232,4.142529
2018-04-07,1.285718525e-20,4.247232,4.142529
2018-04-08,1.5029044870488386e-15,4.247232,4.142529
2018-04-09,7.014719314115659e-16,4.142529,3.6595197
2018-04-10,9.583039433900513e-16,3.6595197,3.8298492
2018-04-11,2.7075445347414564e-16,3.8298492,4.0545745
2018-04-12,1.0239578610204197e-16,4.0545745,4.361854
2018-04-13,5.710748134233409e-16,4.361854,4.577273
2018-04-14,2.831377377160363e-16,4.361854,4.577273
2018-04-15,5.67428502888163e-18,4.361854,4.577273
2018-04-16,4.863539851794531e-16,4.577273,4.772137
2018-04-17,7.513385760605884e-17,4.772137,4.853712
2018-04-18,7.355576800900933e-16,4.853712,4.657788
2018-04-19,5.329193453507141e-16,4.657788,4.95808
2018-04-20,4.783136821444247e-16,4.95808,5.4362364
2018-04-21,2.507535071592541e-16,4.95808,5.4362364
