[1.1592149]
[0.9242579]
[0.60584986]
[1.3172549]
[0.8315821]
[1.1100667]
[1.2799804]
[1.3286985]
[0.99946517]
[0.08768064]
[0.7772519]
[0.9283496]
[0.79662466]
[1.176108]
[1.05312]
[0.712028]
[0.8935567]
[0.9746454]
[1.0494605]
[1.2111933]
[1.8018988]
[1.3360794]
[1.1742349]
[1.0856662]
[0.5330541]
[0.2648668]
[0.5781398]
[1.0379152]
[0.7607455]
[1.7805744]
[1.4805183]
[1.8760735]
[1.6875657]
[1.5856513]
[1.3801645]
[1.5182749]
[1.646306]
[1.6447034]
[1.6121525]
[1.7728289]
[1.6253716]
[1.6522758]
[1.7074074]
[1.7869849]
[1.6186869]
[1.6960526]
[1.8789761]
[1.5137473]
[1.397644]
[1.4844946]
[1.6442208]
[1.4501458]
[1.4490515]
[1.3354602]
[1.3789905]
[1.3131487]
[1.9301739]
[2.006763]
[2.2048779]
[2.4854321]
[2.7486267]
[2.8083239]
[2.7675118]
[2.367025]
[2.5671782]
[2.751018]
[2.9747553]
[3.0228605]
[3.214913]
[3.233016]
[3.1706696]
[3.4618263]
[3.6402636]
[2.9439397]
[3.259563]
[3.3744993]
[3.475327]
[3.5595574]
[3.211731]
[3.1785355]
[2.7472582]
[1.8236531]
[2.385159]
[2.3608193]
[2.4652643]
[2.2773566]
[2.5623622]
[2.3664932]
[2.678184]
[2.5825367]
[2.3972292]
[2.7738404]
[2.9369612]
[3.198814]
[3.2109108]
[3.1497288]
[2.9775715]
[3.3209214]
[3.1097536]
[3.2249088]
[2.7857327]
[2.528843]
[2.7975922]
[2.408224]
[2.880642]
[3.1180725]
[2.5835662]
[2.656002]
[1.9465154]
[2.2942138]
[1.390323]
[2.37288]
[2.678568]
[2.9480596]
[3.105606]
[3.3885078]
[3.4743624]
[3.7372394]
[3.6945171]
[3.997006]
[4.2364917]
[4.3186083]
[4.1320367]
[3.7926364]
[3.414775]
[3.5056953]
[3.6274395]
[3.2803807]
[3.3389373]
[3.328991]
[3.5935488]
[3.488008]
[3.4055052]
[2.8480215]
[2.4470649]
[2.1523936]
[2.815361]
[2.848898]
[3.1076102]
[3.0577288]
[2.9556274]
[3.0367742]
[3.4203634]
[3.6295714]
[3.4474998]
[3.263842]
[3.4567127]
[3.125094]
[3.1634626]
[3.2445683]
[3.2753325]
[3.4418483]
[3.523909]
[3.2683668]
[3.1066961]
[2.795432]
[3.0157309]
[3.0396395]
[3.0138135]
[2.5401182]
[2.715434]
[3.1951413]
[3.3380885]
[3.269372]
[3.2895966]
[3.0007281]
[3.2161026]
[3.5666566]
[3.431922]
[3.5774608]
[3.6410766]
[3.8884754]
[3.6877685]
[3.6618648]
[3.62072]
[3.4054246]
[3.0568624]
[3.2689176]
[2.6305513]
[2.8699427]
[2.3801537]
[2.5966291]
[2.3749475]
[2.6841178]
[2.9904318]
[3.0562572]
[3.1342945]
[3.0387468]
[3.11721]
[2.9448419]
[2.9649873]
[3.2755947]
[2.6276345]
[1.7009858]
[2.1955276]
[2.1813192]
[2.1004572]
[2.0714502]
[2.5442395]
[2.892716]
[3.0210576]
[2.7671924]
[2.2278886]
[2.497727]
[2.8177013]
[2.8776112]
[2.9485607]
[3.011745]
[3.0297904]
[3.1764727]
[3.252396]
[3.1655493]
[3.060597]
[3.1768456]
[3.2851386]
[3.6267033]
[3.5460725]
[3.7270498]
[3.820509]
[3.8740358]
[3.8079453]
[3.729074]
[3.8866582]
[3.306788]
[3.5300355]
[3.7003155]
[3.883513]
[4.0233545]
[4.266588]
[4.4669394]
[4.171858]
[3.9560895]
[4.075832]
[4.181104]
[4.2722936]
[4.2465916]
[4.506904]
[4.8842735]
[5.232283]
[5.2073517]
[5.4647803]
[5.448014]
[5.4403353]
[5.6293964]
[5.882094]
[5.199335]
[4.9725566]
[5.675597]
[5.2279663]
[5.560561]
[5.675989]
[5.973015]
[5.2908797]
[4.9981303]
[4.700467]
[4.4042554]
[4.3926606]
[4.628806]
[4.626983]
[4.5613346]
[4.240872]
[4.3875327]
[4.3662777]
[4.5057783]
[4.132246]
[4.1007547]
[4.059744]
[3.9370484]
[3.5644708]
[3.7144952]
[3.906941]
[3.7589002]
[3.299924]
[3.0671992]
[3.275239]
[3.1140919]
[1.5585155]
[1.7156687]
[2.1167524]
[2.6075091]
[2.2997317]
[1.6781183]
[2.38592]
[2.1513574]
[2.4186492]
[2.8890257]
[3.1170626]
[3.0193386]
[3.1123834]
[3.1971684]
[3.0534568]
[2.8327732]
[2.8485036]
[3.0745497]
[2.7661839]
[2.934575]
[2.704556]
[3.1291447]
[2.7986565]
[3.2541862]
[2.6120577]
[2.14998]
[2.4100199]
[2.4813862]
[2.1269474]
[1.6996405]
[2.3585052]
[2.3665266]
[2.4818888]
[2.7847323]
[1.553657]
[1.3652335]
[1.576773]
[1.8047837]
[1.3361495]
[1.6377691]
[1.8104879]
[1.9448041]
[2.2404566]
[2.172195]
[2.301518]
[2.402618]
[2.722352]
[3.1361012]
[3.2812834]
[3.5772634]
[3.2855453]
[3.6453862]
[3.6665435]
[3.4081035]
