,code,name
0,000001,平安银行
1,002142,宁波银行
2,600000,浦发银行
3,600015,华夏银行
4,600016,民生银行
5,601006,大秦铁路
6,601009,南京银行
7,601166,兴业银行
8,601169,北京银行
9,601328,交通银行
10,601998,中信银行
