,code,name
0,000839,中信国安
1,002007,华兰生物
2,002024,苏宁易购
3,002065,东华软件
4,002311,海大集团
5,600100,同方股份
6,600297,广汇汽车
7,600339,中油工程
8,600415,小商品城
9,600438,通威股份
10,600704,物产中大
