,code,name
0,000630,铜陵有色
1,000792,*ST盐湖
2,000876,新 希 望
3,000983,西山煤电
4,600111,北方稀土
5,600157,永泰能源
6,600188,兖州煤业
7,600219,南山铝业
8,600362,江西铜业
9,600390,五矿资本
10,600549,厦门钨业
11,601600,中国铝业
12,601898,中煤能源
